solution_id,algorithm,makespan,carbon,truck_id,truck_route,drone_customers
15,PFG_MOEAD,314.26,714.35,3,"[0, 14, 11, 83, 26, 10, 89, 59, 44, 38, 47, 69, 28, 46, 7, 42, 76, 9, 55, 75, 81, 100, 8, 93, 97, 61, 60, 5, 29, 52, 87, 6, 65, 90, 79, 24, 53, 80, 4, 0]","[14, 55, 60, 89]"
15,PFG_MOEAD,314.26,714.35,4,"[0, 66, 94, 45, 51, 49, 32, 3, 36, 54, 70, 72, 67, 86, 82, 58, 77, 62, 48, 50, 0]",[51]
15,PFG_MOEAD,314.26,714.35,5,"[0, 92, 0]",[]
15,PFG_MOEAD,314.26,714.35,6,"[0, 43, 0]",[43]
16,PFG_MOEAD,286.13,756.33,1,"[0, 20, 91, 19, 18, 16, 40, 17, 31, 35, 71, 30, 64, 78, 74, 63, 88, 85, 98, 15, 73, 14, 96, 57, 95, 41, 12, 27, 13, 0]",[98]
16,PFG_MOEAD,286.13,756.33,2,"[0, 11, 83, 26, 10, 89, 59, 44, 38, 47, 69, 28, 9, 76, 42, 7, 46, 0]",[]
16,PFG_MOEAD,286.13,756.33,3,"[0, 8, 100, 81, 55, 97, 61, 60, 5, 29, 52, 87, 6, 65, 90, 79, 53, 80, 4, 0]","[60, 100]"
16,PFG_MOEAD,286.13,756.33,4,"[0, 66, 0]",[66]
16,PFG_MOEAD,286.13,756.33,5,"[0, 94, 0]",[94]
16,PFG_MOEAD,286.13,756.33,6,"[0, 93, 75, 24, 45, 51, 49, 32, 3, 36, 54, 70, 72, 67, 86, 82, 23, 22, 84, 56, 39, 68, 37, 33, 21, 1, 34, 99, 2, 25, 50, 77, 58, 62, 48, 43, 92, 0]","[2, 32]"
